#query	EC	reference GO
comp1569_c0_seq1_FPKM_all:171.894_FPKM_rel:84.029_len:730_path:[0,129,131,1208,545].1	EC:5.4.2.8	GO:0004615
comp1982_c0_seq4_FPKM_all:126.112_FPKM_rel:64.713_len:1463_path:[126,2385,180,217,222,2249,567,1482].1	EC:1	GO:0016491
comp8964_c0_seq1_FPKM_all:23.448_FPKM_rel:11.658_len:1292_path:[579,662,684,713,720,4369,1287,1746].1	EC:2.7.7.6	GO:0003899
comp8854_c0_seq3_FPKM_all:6.037_FPKM_rel:3.105_len:396_path:[3787,1797,1844,1857,2087].1	EC:2.7.7.19	GO:0004652
comp24662_c0_seq1_FPKM_all:3.788_FPKM_rel:3.788_len:559_path:[0].1	EC:2.3.1.97	GO:0004379
comp11175_c0_seq1_FPKM_all:19.624_FPKM_rel:19.624_len:409_path:[0].1	EC:5.4.2.1	GO:0004619
comp6589_c0_seq3_FPKM_all:17.838_FPKM_rel:17.444_len:1909_path:[3686,5763,3826].1	EC:3.5	GO:0016810
comp6927_c0_seq2_FPKM_all:25.074_FPKM_rel:23.555_len:899_path:[1423,1584,1595,1620,1687].1	EC:1.1	GO:0016614
comp4887_c0_seq1_FPKM_all:60.129_FPKM_rel:60.129_len:1428_path:[0].1	EC:3.1.27.1	GO:0033897
comp4853_c0_seq1_FPKM_all:55.332_FPKM_rel:49.726_len:658_path:[767,1549,938,988,998].1	EC:2.7.7.6	GO:0003899
comp5776_c0_seq3_FPKM_all:22.472_FPKM_rel:22.472_len:535_path:[1914,1323,1807,1357].1	EC:2.3.1.35	GO:0004358
comp5118_c0_seq1_FPKM_all:48.758_FPKM_rel:48.758_len:2458_path:[0].1	EC:3.1.2.15	GO:0004221
comp14611_c0_seq1_FPKM_all:7.729_FPKM_rel:5.749_len:1414_path:[0,718].1	EC:2.7.1.159	GO:0035300
comp14611_c0_seq1_FPKM_all:7.729_FPKM_rel:5.749_len:1414_path:[0,718].1	EC:2.7.1.134	GO:0047325
comp14552_c0_seq1_FPKM_all:6.327_FPKM_rel:6.327_len:1544_path:[0,1837,631,731,899,1029].1	EC:1.3.1.13	GO:0004665
comp14976_c0_seq2_FPKM_all:7.715_FPKM_rel:7.715_len:726_path:[0,1873,664].1	EC:2.7.1.107	GO:0004143
comp18014_c0_seq1_FPKM_all:4.701_FPKM_rel:4.701_len:574_path:[0].1	EC:2.1.2.1	GO:0004372
comp18844_c0_seq1_FPKM_all:3.872_FPKM_rel:3.872_len:2276_path:[0].1	EC:2.4	GO:0016757
comp20575_c0_seq2_FPKM_all:4.583_FPKM_rel:2.255_len:939_path:[455,682,704,748,803,1078,1115,1426].1	EC:1.1.1	GO:0016616
comp21893_c0_seq1_FPKM_all:4.277_FPKM_rel:2.362_len:535_path:[0,485,487].1	EC:2.4.1.12	GO:0016760
comp20236_c0_seq1_FPKM_all:4.021_FPKM_rel:4.021_len:620_path:[0].1	EC:3.1.2.15	GO:0004221
comp12965_c0_seq3_FPKM_all:6.275_FPKM_rel:4.115_len:332_path:[258,467,504].1	EC:1	GO:0016491
comp12844_c0_seq1_FPKM_all:4.259_FPKM_rel:3.758_len:409_path:[724,850,1776,1133,899].1	EC:1	GO:0016491
comp12753_c0_seq2_FPKM_all:6.21_FPKM_rel:6.019_len:715_path:[0,329,1686,372,592,623].1	EC:1	GO:0016491
comp2558_c0_seq2_FPKM_all:85.514_FPKM_rel:24.313_len:3186_path:[0,493,620,806,1094].2	EC:2.6	GO:0016769
comp2736_c1_seq10_FPKM_all:13.38_FPKM_rel:4.449_len:1090_path:[0,756,5459,4260].1	EC:1	GO:0016491
comp3403_c0_seq1_FPKM_all:75.619_FPKM_rel:75.619_len:2121_path:[0].1	EC:5.4.2	GO:0016868
comp2528_c0_seq4_FPKM_all:95.307_FPKM_rel:94.534_len:840_path:[6212,7629,6329,6871,6914].1	EC:6	GO:0016874
comp27985_c0_seq1_FPKM_all:2.566_FPKM_rel:2.566_len:426_path:[0].1	EC:1.1.1	GO:0016616
comp26733_c0_seq1_FPKM_all:2.956_FPKM_rel:2.956_len:312_path:[0].1	EC:2.4.1	GO:0016758
comp28946_c0_seq1_FPKM_all:2.805_FPKM_rel:2.805_len:414_path:[0].1	EC:3.2.1.23	GO:0004565
comp28422_c0_seq1_FPKM_all:2.444_FPKM_rel:2.444_len:601_path:[0,601,284].1	EC:2.4	GO:0016757
comp16549_c0_seq1_FPKM_all:5.663_FPKM_rel:5.663_len:1574_path:[0].1	EC:2.7.7.7	GO:0003887
comp23563_c0_seq1_FPKM_all:3.858_FPKM_rel:3.858_len:717_path:[0].1	EC:6	GO:0016874
comp22101_c0_seq1_FPKM_all:4.171_FPKM_rel:4.171_len:565_path:[0].2	EC:3.1.21	GO:0016888
comp22239_c0_seq1_FPKM_all:2.919_FPKM_rel:2.919_len:351_path:[131,190,199,223].1	EC:3.2.1.143	GO:0004649
comp23877_c0_seq1_FPKM_all:4.134_FPKM_rel:4.134_len:380_path:[0].1	EC:3.2.2.20	GO:0008725
comp425_c0_seq1_FPKM_all:455.812_FPKM_rel:455.812_len:1001_path:[0].1	EC:1	GO:0016491
comp738_c0_seq1_FPKM_all:221.593_FPKM_rel:221.593_len:1082_path:[0].2	EC:1.9.3.1	GO:0004129
comp1177_c0_seq1_FPKM_all:134.812_FPKM_rel:134.812_len:2913_path:[0].1	EC:2.6	GO:0016769
comp1550_c0_seq2_FPKM_all:40.65_FPKM_rel:39.403_len:2466_path:[0,609,616,7237,883,7066,7074,2002,2015,2260,2297].2	EC:3.6.3	GO:0016820
comp1348_c0_seq1_FPKM_all:212.161_FPKM_rel:107.481_len:1232_path:[347,1675,539].1	EC:1	GO:0016491
comp8371_c0_seq2_FPKM_all:15.608_FPKM_rel:9.218_len:930_path:[2866,1181,3063,2210,1468,1757,1763].1	EC:3.4.24	GO:0004222
comp9332_c0_seq3_FPKM_all:12.222_FPKM_rel:12.222_len:1224_path:[0,393,428,1124,1128].1	EC:1.1	GO:0016614
comp9671_c0_seq4_FPKM_all:6.831_FPKM_rel:4.985_len:370_path:[2408,245].1	EC:4.2.3.5	GO:0004107
comp8283_c0_seq2_FPKM_all:19.085_FPKM_rel:10.682_len:1199_path:[0,549].2	EC:3	GO:0016787
comp9833_c0_seq1_FPKM_all:12.228_FPKM_rel:12.228_len:1539_path:[0].1	EC:2.4.1	GO:0016758
comp8579_c0_seq3_FPKM_all:21.216_FPKM_rel:10.363_len:557_path:[258,436,437,1301,754].1	EC:2.1.1	GO:0008168
comp25502_c0_seq2_FPKM_all:2.684_FPKM_rel:2.142_len:1196_path:[0,55,84,524,1337,1061].1	EC:3.1.26.5	GO:0004526
comp34423_c0_seq1_FPKM_all:1.983_FPKM_rel:1.983_len:844_path:[0].1	EC:2.1.1	GO:0008168
comp11905_c0_seq1_FPKM_all:9.352_FPKM_rel:9.352_len:1333_path:[0].1	EC:1	GO:0016491
comp11657_c0_seq1_FPKM_all:13.18_FPKM_rel:13.18_len:1332_path:[0].1	EC:1	GO:0016491
comp10322_c0_seq1_FPKM_all:9.214_FPKM_rel:9.214_len:923_path:[0].1	EC:1.15.1.1	GO:0004784
comp6832_c0_seq1_FPKM_all:24.496_FPKM_rel:24.496_len:2189_path:[0].2	EC:3.2.1.2	GO:0016161
comp6968_c0_seq2_FPKM_all:9.391_FPKM_rel:9.391_len:491_path:[700,863,1191,938].1	EC:3.4.25	GO:0004298
comp7377_c0_seq2_FPKM_all:38.852_FPKM_rel:20.632_len:538_path:[0,105,127].1	EC:2.1.1.14	GO:0003871
comp7579_c0_seq2_FPKM_all:31.446_FPKM_rel:30.584_len:1387_path:[1633,3145,1840].1	EC:6.5.1.3	GO:0003972
comp7327_c0_seq7_FPKM_all:10.209_FPKM_rel:4.275_len:2285_path:[0,7273,1172,1196,1407,6909,1749,2116,2153].1	EC:3.6.3	GO:0016820
comp7076_c0_seq4_FPKM_all:15.601_FPKM_rel:7.891_len:567_path:[1126,1955,1231,1918].1	EC:1.2.1	GO:0016620
comp6897_c0_seq1_FPKM_all:27.342_FPKM_rel:13.895_len:3665_path:[0,302,450].2	EC:3.2.1	GO:0004553
comp6415_c0_seq1_FPKM_all:6.628_FPKM_rel:6.26_len:371_path:[1851,1192,1267].1	EC:3.6.3	GO:0016820
comp6143_c0_seq2_FPKM_all:25.473_FPKM_rel:21.703_len:3769_path:[3251,52,3228].1	EC:2.7.1.105	GO:0003873
comp4197_c0_seq3_FPKM_all:30.183_FPKM_rel:30.183_len:860_path:[879,1930,975,1822,1254,1514,1550].1	EC:5	GO:0016853
comp5340_c0_seq2_FPKM_all:48.843_FPKM_rel:24.531_len:2016_path:[0,2028,1933].1	EC:3.4.24	GO:0004222
comp5358_c0_seq3_FPKM_all:22.526_FPKM_rel:20.957_len:1545_path:[0,399,440,1339,1354].1	EC:1	GO:0016491
comp4516_c0_seq1_FPKM_all:57.731_FPKM_rel:57.731_len:1382_path:[0].2	EC:1	GO:0016491
comp4793_c0_seq1_FPKM_all:34.509_FPKM_rel:33.152_len:4906_path:[0,5409,5307,5151,3171,4910,4706].1	EC:3.1.4.17	GO:0004114
comp4305_c0_seq1_FPKM_all:40.009_FPKM_rel:5.163_len:4346_path:[0,913,1330,4280,4000].2	EC:1.1	GO:0016614
comp5467_c0_seq1_FPKM_all:51.2_FPKM_rel:51.2_len:1076_path:[0].2	EC:3.1.27.1	GO:0033897
comp14324_c0_seq2_FPKM_all:6.826_FPKM_rel:3.611_len:1551_path:[1781,362].1	EC:1.11.1.7	GO:0004601
comp19906_c0_seq1_FPKM_all:4.219_FPKM_rel:4.219_len:680_path:[0].1	EC:3.1.1.3	GO:0004806
comp13746_c0_seq1_FPKM_all:8.681_FPKM_rel:4.452_len:1381_path:[0,1789].1	EC:4.1.1	GO:0016831
comp31819_c0_seq1_FPKM_all:2.17_FPKM_rel:2.17_len:362_path:[0].1	EC:5	GO:0016853
comp30435_c0_seq1_FPKM_all:2.271_FPKM_rel:2.271_len:406_path:[0].1	EC:3.2.1	GO:0004553
comp3296_c0_seq4_FPKM_all:61.188_FPKM_rel:8.629_len:566_path:[2580,1170,1193,1195,1814,2052].1	EC:3.4.16	GO:0004185
comp3398_c0_seq2_FPKM_all:67.101_FPKM_rel:33.967_len:1640_path:[0,1564,876].2	EC:3	GO:0016787
comp2847_c0_seq1_FPKM_all:101.253_FPKM_rel:101.253_len:1892_path:[0].1	EC:4.2.2	GO:0016837
comp3183_c0_seq1_FPKM_all:75.772_FPKM_rel:75.772_len:3350_path:[0,1407].1	EC:3.4.24	GO:0004222
comp26224_c0_seq1_FPKM_all:3.256_FPKM_rel:3.256_len:556_path:[0].1	EC:1.1.5	GO:0016901
comp28963_c0_seq1_FPKM_all:2.931_FPKM_rel:2.336_len:804_path:[0,852].1	EC:2.7.7.7	GO:0003887
comp16569_c0_seq1_FPKM_all:5.367_FPKM_rel:5.367_len:770_path:[0,362].1	EC:3.1.26	GO:0016891
comp23028_c0_seq1_FPKM_all:2.406_FPKM_rel:2.406_len:724_path:[0].1	EC:2.4.1	GO:0016758
comp1591_c0_seq4_FPKM_all:129.799_FPKM_rel:16.735_len:5435_path:[0,5752,3721,4790,5018].2	EC:1	GO:0016491
comp1244_c0_seq2_FPKM_all:160.486_FPKM_rel:160.184_len:1471_path:[0,2305,1403].1	EC:1	GO:0016491
comp469_c0_seq1_FPKM_all:392.407_FPKM_rel:392.407_len:1486_path:[0].1	EC:3.6.1.1	GO:0004427
comp1569_c0_seq2_FPKM_all:131.951_FPKM_rel:103.085_len:549_path:[545,1142,749].1	EC:5.4.2.8	GO:0004615
comp8964_c0_seq2_FPKM_all:14.387_FPKM_rel:7.757_len:546_path:[1746,1917,1939,2163,2203].1	EC:2.7.7.6	GO:0003899
comp9827_c0_seq1_FPKM_all:17.716_FPKM_rel:9.247_len:1230_path:[1718,2898,1815].1	EC:3.4.21	GO:0004252
comp9669_c0_seq2_FPKM_all:8.734_FPKM_rel:4.367_len:1181_path:[0,3845].1	EC:2.7.1.11	GO:0003872
comp35615_c0_seq1_FPKM_all:1.621_FPKM_rel:1.621_len:316_path:[0].1	EC:1.1.1.193	GO:0008703
comp11183_c0_seq2_FPKM_all:10.568_FPKM_rel:5.481_len:1645_path:[0,1668,929,1518].2	EC:3.2.1.113	GO:0004571
comp6170_c0_seq1_FPKM_all:39.867_FPKM_rel:39.867_len:1967_path:[0,132,148,720,733,1991,1252].1	EC:3.2.1.113	GO:0004571
comp4001_c0_seq1_FPKM_all:38.501_FPKM_rel:36.5_len:495_path:[699,4475,4476,852,1138].1	EC:1	GO:0016491
comp5670_c0_seq2_FPKM_all:31.668_FPKM_rel:31.668_len:2363_path:[316,422,424,2703,1644].1	EC:2.6.1	GO:0008483
comp5450_c0_seq1_FPKM_all:41.828_FPKM_rel:41.828_len:1224_path:[0].1	EC:1	GO:0016491
comp4099_c0_seq1_FPKM_all:45.411_FPKM_rel:22.828_len:2937_path:[0,1126].2	EC:2.1.1	GO:0008168
comp4853_c0_seq2_FPKM_all:45.207_FPKM_rel:31.366_len:343_path:[407,520,557].1	EC:2.7.7.6	GO:0003899
comp5776_c0_seq4_FPKM_all:48.695_FPKM_rel:44.172_len:808_path:[221,2184,310,2037,832].1	EC:2.3.1.35	GO:0004358
comp4062_c0_seq1_FPKM_all:43.026_FPKM_rel:36.106_len:385_path:[630,1060,777,815,837].1	EC:1	GO:0016491
comp4051_c0_seq1_FPKM_all:69.516_FPKM_rel:69.516_len:1528_path:[0,930,1594].1	EC:4.99.1.1	GO:0004325
comp38083_c0_seq1_FPKM_all:1.57_FPKM_rel:1.57_len:435_path:[0].1	EC:1	GO:0016491
comp21643_c0_seq1_FPKM_all:4.899_FPKM_rel:4.899_len:962_path:[0].1	EC:3.2.1.113	GO:0004571
comp20175_c0_seq1_FPKM_all:4.535_FPKM_rel:4.535_len:738_path:[0].1	EC:3.1.3.48	GO:0004725
comp12834_c0_seq5_FPKM_all:6.741_FPKM_rel:4.868_len:456_path:[0,230,2744].1	EC:3	GO:0016787
comp13746_c0_seq2_FPKM_all:8.457_FPKM_rel:5.193_len:1789_path:[0,1341].1	EC:4.1.1	GO:0016831
comp13657_c0_seq1_FPKM_all:6.104_FPKM_rel:6.104_len:1175_path:[0].1	EC:2.1.1	GO:0008168
comp30995_c0_seq1_FPKM_all:2.387_FPKM_rel:2.387_len:372_path:[66,462,229].2	EC:2.7.7.49	GO:0003964
comp2911_c0_seq4_FPKM_all:71.736_FPKM_rel:71.736_len:578_path:[965,1099,1136,1453,1457,1510].1	EC:3.4	GO:0008233
comp3296_c0_seq5_FPKM_all:51.476_FPKM_rel:7.385_len:629_path:[3459,3704,1195,1814,2052].1	EC:3.4.16	GO:0004185
comp2650_c0_seq1_FPKM_all:74.525_FPKM_rel:74.525_len:2055_path:[0].1	EC:1	GO:0016491
comp3571_c0_seq1_FPKM_all:52.563_FPKM_rel:35.094_len:436_path:[0,443,195].2	EC:1	GO:0016491
comp27784_c0_seq1_FPKM_all:2.428_FPKM_rel:2.428_len:619_path:[0].1	EC:3.4.24	GO:0004222
comp29634_c0_seq1_FPKM_all:2.497_FPKM_rel:2.497_len:506_path:[0].1	EC:3	GO:0016787
comp28963_c0_seq2_FPKM_all:2.933_FPKM_rel:1.608_len:361_path:[0,828].1	EC:2.7.7.7	GO:0003887
comp28183_c0_seq1_FPKM_all:2.361_FPKM_rel:2.361_len:463_path:[0].1	EC:1.1.1	GO:0016616
comp17747_c0_seq1_FPKM_all:5.457_FPKM_rel:5.457_len:920_path:[0].1	EC:1	GO:0016491
comp459_c0_seq1_FPKM_all:433.739_FPKM_rel:433.739_len:1497_path:[0].1	EC:1	GO:0016491
comp1569_c0_seq3_FPKM_all:168.616_FPKM_rel:80.63_len:729_path:[0,1391,131,1208,545].1	EC:5.4.2.8	GO:0004615
comp8964_c0_seq3_FPKM_all:10.194_FPKM_rel:10.194_len:1635_path:[2311,2445,2458].1	EC:2.7.7.6	GO:0003899
comp8533_c0_seq2_FPKM_all:16.236_FPKM_rel:16.236_len:528_path:[305,2338,2375,406,431,453,748,801].1	EC:3	GO:0016787
comp9783_c0_seq1_FPKM_all:15.111_FPKM_rel:15.111_len:938_path:[0].1	EC:1	GO:0016491
comp9827_c0_seq2_FPKM_all:14.85_FPKM_rel:11.255_len:2898_path:[0,1718,1815].1	EC:3.4.21	GO:0004252
comp34296_c0_seq1_FPKM_all:2.152_FPKM_rel:2.152_len:492_path:[0].1	EC:3.1.1.11	GO:0030599
comp6577_c0_seq1_FPKM_all:32.289_FPKM_rel:32.289_len:2691_path:[0].1	EC:1.14.13.8	GO:0004499
comp7714_c0_seq1_FPKM_all:14.593_FPKM_rel:14.593_len:4592_path:[0].1	EC:2.7.7.6	GO:0003899
comp6996_c0_seq2_FPKM_all:18.552_FPKM_rel:18.552_len:637_path:[1164,1190,1300].1	EC:3.1.27.1	GO:0033897
comp5982_c0_seq1_FPKM_all:22.697_FPKM_rel:12.507_len:781_path:[582,675,692,900].1	EC:1	GO:0016491
comp4853_c0_seq3_FPKM_all:58.994_FPKM_rel:36.437_len:374_path:[557,1628,767].1	EC:2.7.7.6	GO:0003899
comp4062_c0_seq2_FPKM_all:56.672_FPKM_rel:48.269_len:317_path:[453,1114,630].1	EC:1	GO:0016491
comp14611_c0_seq2_FPKM_all:7.779_FPKM_rel:4.113_len:764_path:[1415,718].1	EC:2.7.1.159	GO:0035300
comp14611_c0_seq2_FPKM_all:7.779_FPKM_rel:4.113_len:764_path:[1415,718].1	EC:2.7.1.134	GO:0047325
comp20575_c0_seq3_FPKM_all:3.465_FPKM_rel:2.86_len:621_path:[1768,134,136,451,455].1	EC:1.1.1	GO:0016616
comp21893_c0_seq2_FPKM_all:4.229_FPKM_rel:2.307_len:533_path:[0,487].1	EC:2.4.1.12	GO:0016760
comp13741_c0_seq2_FPKM_all:6.77_FPKM_rel:4.488_len:449_path:[0,302,354].1	EC:1.14.13.8	GO:0004499
comp12834_c0_seq6_FPKM_all:5.93_FPKM_rel:2.812_len:1008_path:[0,230,275,3362,3369,2237,870,923].1	EC:3	GO:0016787
comp13298_c0_seq1_FPKM_all:3.338_FPKM_rel:3.338_len:665_path:[1290,2079,1341,1955,1479].1	EC:6.1.1.16	GO:0004817
comp3296_c0_seq6_FPKM_all:56.287_FPKM_rel:7.46_len:554_path:[3619,3704,1195,1814,2052].1	EC:3.4.16	GO:0004185
comp3533_c0_seq1_FPKM_all:44.507_FPKM_rel:44.507_len:4566_path:[0].1	EC:3	GO:0016787
comp2999_c0_seq1_FPKM_all:35.256_FPKM_rel:15.324_len:341_path:[1282,1497,1531].1	EC:3.1.11.2	GO:0008853
comp17762_c0_seq1_FPKM_all:4.891_FPKM_rel:2.487_len:412_path:[170,902,280,874,323,522].1	EC:3	GO:0016787
comp22140_c0_seq1_FPKM_all:3.479_FPKM_rel:1.782_len:805_path:[594,716,729,1797].1	EC:2.7.1.40	GO:0004743
comp1469_c0_seq4_FPKM_all:142.419_FPKM_rel:73.609_len:2455_path:[238,3332,396,3198,688,3018,1838,2961,2099,2567].1	EC:3.4.24	GO:0004222
comp793_c0_seq1_FPKM_all:172.264_FPKM_rel:172.264_len:2540_path:[0].1	EC:3	GO:0016787
comp8964_c0_seq4_FPKM_all:14.125_FPKM_rel:6.203_len:457_path:[1746,1917,1939,4111].1	EC:2.7.7.6	GO:0003899
comp9487_c0_seq1_FPKM_all:13.473_FPKM_rel:13.473_len:1772_path:[0,633].1	EC:2.4.1	GO:0016758
comp32356_c0_seq1_FPKM_all:2.308_FPKM_rel:2.308_len:370_path:[0].1	EC:1	GO:0016491
comp32649_c0_seq1_FPKM_all:2.087_FPKM_rel:2.087_len:491_path:[0].1	EC:6.3.3.2	GO:0030272
comp35495_c0_seq1_FPKM_all:1.957_FPKM_rel:1.957_len:349_path:[0].1	EC:3.6.3	GO:0016820
comp34651_c0_seq1_FPKM_all:2.296_FPKM_rel:1.866_len:476_path:[0,186].1	EC:2.1.1.36	GO:0016429
comp34400_c0_seq1_FPKM_all:2.235_FPKM_rel:2.235_len:382_path:[0].1	EC:2.4.1.12	GO:0016760
comp10254_c0_seq2_FPKM_all:12.909_FPKM_rel:7.172_len:381_path:[347,875,438,1333,753].1	EC:2.7.7.6	GO:0003899
comp5982_c0_seq2_FPKM_all:21.496_FPKM_rel:11.148_len:769_path:[692,802,900].1	EC:1	GO:0016491
comp4099_c0_seq2_FPKM_all:46.685_FPKM_rel:24.132_len:2941_path:[0,1122,1126].2	EC:2.1.1	GO:0008168
comp14342_c0_seq1_FPKM_all:3.732_FPKM_rel:3.732_len:302_path:[0,1814,245].1	EC:3.1.1.3	GO:0004806
comp14625_c0_seq1_FPKM_all:6.551_FPKM_rel:6.551_len:1173_path:[0,84].1	EC:1	GO:0016491
comp20427_c0_seq1_FPKM_all:3.795_FPKM_rel:3.795_len:576_path:[0].1	EC:3.4.16	GO:0004185
comp21010_c0_seq1_FPKM_all:3.953_FPKM_rel:3.953_len:890_path:[0].1	EC:3.6.1	GO:0016818
comp13976_c0_seq1_FPKM_all:7.156_FPKM_rel:4.701_len:988_path:[0,737].1	EC:2.7.8.13	GO:0008963
comp12849_c0_seq1_FPKM_all:7.931_FPKM_rel:7.931_len:1968_path:[107,291,2205,337,2147,706,1161,2099,1210].1	EC:2.4.1.34	GO:0003843
comp12994_c0_seq1_FPKM_all:6.208_FPKM_rel:6.208_len:1722_path:[3078,2472,567,2385,849,944,2204,1546,1850,1857].1	EC:2.7.7.6	GO:0003899
comp12097_c0_seq1_FPKM_all:6.724_FPKM_rel:6.724_len:1798_path:[0].1	EC:1.1	GO:0016614
comp3296_c0_seq7_FPKM_all:44.225_FPKM_rel:5.182_len:468_path:[2580,1170,1193,1195,1814,2421].1	EC:3.4.16	GO:0004185
comp3533_c0_seq1_FPKM_all:44.507_FPKM_rel:44.507_len:4566_path:[0].2	EC:3.1.2.15	GO:0004221
comp2999_c0_seq2_FPKM_all:39.207_FPKM_rel:19.098_len:338_path:[1282,1623,1531].1	EC:3.1.11.2	GO:0008853
comp29731_c0_seq1_FPKM_all:2.975_FPKM_rel:2.975_len:310_path:[0].1	EC:3.2.1.2	GO:0016161
comp28821_c0_seq1_FPKM_all:2.745_FPKM_rel:2.745_len:423_path:[0].1	EC:2.3.1	GO:0016747
comp29519_c0_seq1_FPKM_all:2.841_FPKM_rel:2.841_len:505_path:[0].1	EC:2.7.7.6	GO:0003899
comp29773_c0_seq1_FPKM_all:2.657_FPKM_rel:2.657_len:437_path:[0].1	EC:3.4.24	GO:0004222
comp17762_c0_seq2_FPKM_all:5.969_FPKM_rel:3.565_len:412_path:[170,902,280,874,323,769].1	EC:3	GO:0016787
comp23405_c0_seq1_FPKM_all:3.637_FPKM_rel:3.637_len:432_path:[0,179,181].1	EC:3.6.1.1	GO:0004427
comp1591_c0_seq5_FPKM_all:124.216_FPKM_rel:15.977_len:5665_path:[0,3721,5628,4790,5434,5018].2	EC:1	GO:0016491
comp53_c0_seq1_FPKM_all:1845.848_FPKM_rel:1845.848_len:2028_path:[0].2	EC:3.4.21	GO:0004252
comp8964_c0_seq5_FPKM_all:22.828_FPKM_rel:11.385_len:1167_path:[579,662,684,713,720,4369,1287,1700].1	EC:2.7.7.6	GO:0003899
comp8854_c0_seq6_FPKM_all:7.484_FPKM_rel:5.798_len:324_path:[4003,1488,1524,1547].1	EC:2.7.7.19	GO:0004652
comp25755_c0_seq1_FPKM_all:3.113_FPKM_rel:3.113_len:406_path:[0].1	EC:2.3.1	GO:0016747
comp34651_c0_seq2_FPKM_all:1.917_FPKM_rel:1.394_len:392_path:[0,626].1	EC:2.1.1.36	GO:0016429
comp11075_c0_seq1_FPKM_all:15.02_FPKM_rel:7.857_len:1378_path:[83,1637,191,1484,1129,1209].1	EC:1.1.1	GO:0016616
comp10845_c0_seq4_FPKM_all:9.958_FPKM_rel:2.627_len:2106_path:[0,129,248,533,559,641,823].1	EC:2.7.11	GO:0004674
comp6300_c0_seq1_FPKM_all:30.725_FPKM_rel:30.725_len:1663_path:[0].1	EC:2.3.3.10	GO:0004421
comp4195_c0_seq1_FPKM_all:82.426_FPKM_rel:82.426_len:1529_path:[0].1	EC:1.5.99.8	GO:0004657
comp4407_c0_seq1_FPKM_all:47.375_FPKM_rel:47.375_len:1891_path:[0,108,111,339,377,1891,1687].1	EC:4.2.2	GO:0016837
comp5763_c0_seq1_FPKM_all:41.644_FPKM_rel:41.644_len:1172_path:[0].1	EC:3.1.1.29	GO:0004045
comp14308_c0_seq1_FPKM_all:9.325_FPKM_rel:9.325_len:1271_path:[0].1	EC:1	GO:0016491
comp14321_c0_seq1_FPKM_all:5.724_FPKM_rel:5.724_len:1265_path:[0,231].1	EC:5	GO:0016853
comp14590_c0_seq1_FPKM_all:4.825_FPKM_rel:1.734_len:453_path:[1736,328,1599].1	EC:2.4.1	GO:0016758
comp14342_c0_seq2_FPKM_all:3.84_FPKM_rel:3.84_len:338_path:[1646,467,1387].1	EC:3.1.1.3	GO:0004806
comp15162_c0_seq1_FPKM_all:4.477_FPKM_rel:4.154_len:740_path:[3108,1257,1330,1633].1	EC:3.4.11	GO:0004177
comp19123_c0_seq1_FPKM_all:4.779_FPKM_rel:4.779_len:1172_path:[306,529,546].1	EC:1	GO:0016491
comp20892_c0_seq1_FPKM_all:4.369_FPKM_rel:2.302_len:727_path:[0,1153].1	EC:5.3.1.6	GO:0004751
comp13976_c0_seq2_FPKM_all:5.834_FPKM_rel:3.091_len:884_path:[0,988].1	EC:2.7.8.13	GO:0008963
comp13726_c0_seq1_FPKM_all:6.601_FPKM_rel:6.601_len:2049_path:[0,1195].2	EC:3	GO:0016787
comp13240_c0_seq1_FPKM_all:6.723_FPKM_rel:3.485_len:2215_path:[0,1837,1839].1	EC:6.3.2.4	GO:0008716
comp3296_c0_seq8_FPKM_all:14.995_FPKM_rel:5.387_len:1173_path:[0,594,2844,3443,3459].1	EC:3.4.16	GO:0004185
comp2276_c0_seq1_FPKM_all:66.885_FPKM_rel:66.885_len:3863_path:[0,739].1	EC:3.5	GO:0016810
comp2442_c0_seq1_FPKM_all:89.332_FPKM_rel:46.032_len:1800_path:[0,1572].2	EC:5.3.1.8	GO:0004476
comp2999_c0_seq3_FPKM_all:78.53_FPKM_rel:74.058_len:1497_path:[0,1269,1282].1	EC:3.1.11.2	GO:0008853
comp3716_c0_seq1_FPKM_all:67.499_FPKM_rel:17.955_len:1012_path:[2714,3913,2938,3326].1	EC:1	GO:0016491
comp17804_c0_seq1_FPKM_all:4.939_FPKM_rel:3.735_len:567_path:[0,326].1	EC:1	GO:0016491
comp23736_c0_seq1_FPKM_all:3.31_FPKM_rel:3.31_len:712_path:[0].2	EC:2	GO:0016740
comp573_c0_seq1_FPKM_all:227.348_FPKM_rel:136.428_len:361_path:[910,1876,994,1817,1054].1	EC:2.3.1	GO:0016747
comp1408_c0_seq1_FPKM_all:151.107_FPKM_rel:151.107_len:3974_path:[0].1	EC:1	GO:0016491
comp1888_c0_seq1_FPKM_all:130.478_FPKM_rel:130.478_len:1580_path:[0].2	EC:1	GO:0016491
comp900_c0_seq1_FPKM_all:257.067_FPKM_rel:257.067_len:1464_path:[0].1	EC:3.4	GO:0008233
comp8964_c0_seq6_FPKM_all:17.52_FPKM_rel:17.52_len:579_path:[0,512,4516].1	EC:2.7.7.6	GO:0003899
comp9853_c0_seq1_FPKM_all:20.773_FPKM_rel:12.751_len:1192_path:[0,236].1	EC:1	GO:0016491
comp9103_c0_seq1_FPKM_all:11.077_FPKM_rel:11.077_len:518_path:[0,419,423].1	EC:3.2.1.15	GO:0004650
comp33159_c0_seq1_FPKM_all:2.642_FPKM_rel:1.664_len:349_path:[0,482].1	EC:6.1.1.20	GO:0004826
